data_source,session,评分数量,平均分,最小,最大
/Volumes/LENOVO_USB_HDD/MS/data,20251226100343_xcy_06_xcy/20251226100343_xcy_06_xcy/xcy/evt.bdf,12,2.5,1,4
/Volumes/LENOVO_USB_HDD/MS/data,20251226105332_lzx_01_lzx/20251226105332_lzx_01_lzx/lzx/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20251226110436_lzx_02_lzx/20251226110436_lzx_02_lzx/lzx/evt.bdf,11,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20251226111053_lzx_03_lzx/20251226111053_lzx_03_lzx/lzx/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20251226111822_lzx_04_lzx/20251226111822_lzx_04_lzx/lzx/evt.bdf,11,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20251226112601_lzx_05_lzx/20251226112601_lzx_05_lzx/lzx/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20251226113338_lzx_06_lzx/20251226113338_lzx_06_lzx/lzx/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20260104094112_yjy_yjy/20260104094112_yjy_yjy/yjy/evt.bdf,12,0.25,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104095303_yjy_02_yjy/20260104095303_yjy_02_yjy/yjy/evt.bdf,12,0.4166666666666667,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104100018_yjy_03_yjy/20260104100018_yjy_03_yjy/yjy/evt.bdf,11,0.09090909090909091,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104100803_yjy_04_yjy/20260104100803_yjy_04_yjy/yjy/evt.bdf,12,0.5833333333333334,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104101506_yjy_05_yjy/20260104101506_yjy_05_yjy/yjy/evt.bdf,12,0.5833333333333334,0,3
/Volumes/LENOVO_USB_HDD/MS/data,20260104102219_yjy_06_yjy/20260104102219_yjy_06_yjy/yjy/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20260104115929_ly_01_ly/20260104115929_ly_01_ly/ly/evt.bdf,9,2.3333333333333335,1,4
/Volumes/LENOVO_USB_HDD/MS/data,20260104120658_ly_02_ly/20260104120658_ly_02_ly/ly/evt.bdf,12,2.9166666666666665,2,4
/Volumes/LENOVO_USB_HDD/MS/data,20260104121403_ly_03_ly/20260104121403_ly_03_ly/ly/evt.bdf,10,3.1,2,4
/Volumes/LENOVO_USB_HDD/MS/data,20260104122211_ly_04_ly/20260104122211_ly_04_ly/ly/evt.bdf,11,3.1818181818181817,2,4
/Volumes/LENOVO_USB_HDD/MS/data,20260104122921_ly_05_ly/20260104122921_ly_05_ly/ly/evt.bdf,11,3.909090909090909,3,5
/Volumes/LENOVO_USB_HDD/MS/data,20260104123624_ly_06_ly/20260104123624_ly_06_ly/ly/evt.bdf,12,3.5833333333333335,2,5
/Volumes/LENOVO_USB_HDD/MS/data,20260104144743_hkh_01_hkh/20260104144743_hkh_01_hkh/hkh/evt.bdf,12,0.25,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104145505_hkh_02_hkh/20260104145505_hkh_02_hkh/hkh/evt.bdf,12,0.25,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104150227_hkh_03_hkh/20260104150227_hkh_03_hkh/hkh/evt.bdf,12,0.16666666666666666,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104150955_hkh_04_hkh/20260104150955_hkh_04_hkh/hkh/evt.bdf,11,0.45454545454545453,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104151708_hkh_05_hkh/20260104151708_hkh_05_hkh/hkh/evt.bdf,11,0.2727272727272727,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104152452_hkh_06_hkh/20260104152452_hkh_06_hkh/hkh/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20260104182234_yp_01_yp/20260104182234_wp_01_yp/yp/evt.bdf,12,0.08333333333333333,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104182940_yp_02_yp/20260104182940_yp_02_yp/yp/evt.bdf,11,1.2727272727272727,0,3
/Volumes/LENOVO_USB_HDD/MS/data,20260104183615_yp_03_yp/20260104183615_yp_03_yp/yp/evt.bdf,12,0.5833333333333334,0,2
/Volumes/LENOVO_USB_HDD/MS/data,20260104184325_yp_04_yp/20260104184325_yp_04_yp/yp/evt.bdf,12,0.25,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104185213_yp_05_yp/20260104185213_yp_05_yp/yp/evt.bdf,12,0.16666666666666666,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260104190011_yp_06_yp/20260104190011_yp_06_yp/yp/evt.bdf,12,0.16666666666666666,0,1
/Volumes/LENOVO_USB_HDD/MS/data,20260105111507_cy_01_cy_/20260105111507_cy_01_cy_/cy_/evt.bdf,11,2.909090909090909,2,4
/Volumes/LENOVO_USB_HDD/MS/data,20260105112152_cy_023_cy_/20260105112152_cy_023_cy_/cy_/evt.bdf,12,3.25,2,4
/Volumes/LENOVO_USB_HDD/MS/data,20260105130443_dyy_01_dyy/20260105130443_dyy_01_dyy/dyy/evt.bdf,12,2.75,0,5
/Volumes/LENOVO_USB_HDD/MS/data,20260105131137_dyy_02_dyy/20260105131137_dyy_02_dyy/dyy/evt.bdf,12,5.583333333333333,4,7
/Volumes/LENOVO_USB_HDD/MS/data,20260105131919_dyy_03_dyy/20260105131919_dyy_03_dyy/dyy/evt.bdf,12,5.083333333333333,4,6
/Volumes/LENOVO_USB_HDD/MS/data,20260105132643_dyy_04_dyy/20260105132643_dyy_04_dyy/dyy/evt.bdf,12,6.083333333333333,5,7
/Volumes/LENOVO_USB_HDD/MS/data,20260105133442_dyy_05_dyy/20260105133442_dyy_05_dyy/dyy/evt.bdf,12,5.25,4,6
/Volumes/LENOVO_USB_HDD/MS/data,20260105144622_cjy_01_cjy/20260105144622_cjy_01_cjy/cjy/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20260105145331_cjy_02_cjy/20260105145331_cjy_02_cjy/cjy/evt.bdf,12,0.0,0,0
/Volumes/LENOVO_USB_HDD/MS/data,20260105150042_cjy_03_cjy/20260105150042_cjy_03_cjy/cjy/evt.bdf,12,0.0,0,0
